"player_name","average_explosive_plays_per_game"
"J.Brownlee",1
"J.Burton",1
"J.Chestnut",1
"J.Cowing",1
"J.Crowder",1
"J.Darden",1
"J.Deguara",1
"J.Dobbins",1
"J.Doyle",1
"J.Ford",1
"J.Fortson",1
"J.Gibbs",1
"J.Graham",1
"J.Grant",1
"J.Jackson",1
"J.Jones",1
"J.Kelley",1
"J.Kumerow",1
"J.Mason",1
"J.McKissic",1
"J.McLaughlin",1
"J.McMillan",1
"J.Metchie",1
"J.Mims",1
"J.Mitchell",1
"J.Mixon",1
"J.Moore",1
"J.Mundt",1
"J.O'Shaughnessy",1
"J.Oliver",1
"J.Polk",1
"J.Proche",1
"J.Reagor",1
"J.Robinson",1
"J.Ruckert",1
"J.Stoll",1
"J.Tolbert",1
"J.Virgil",1
"J.Ward",1
"J.Warren",1
"J.White",1
"J.Whittington",1
"J.Whyle",1
"J.Woods",1
"K.Austin",1
"K.Blanton",1
"K.Boutte",1
"K.Coutee",1
"K.Dorsey",1
"K.Drake",1
"K.Gainwell",1
"K.Hamler",1
"K.Harris",1
"K.Herbert",1
"K.Hinton",1
"K.Hunt",1
"K.Ingram",1
"K.Juszczyk",1
"K.Miller",1
"K.Mitchell",1
"K.Rudolph",1
"K.Smith",1
"K.Stills",1
"K.Turpin",1
"K.Vidal",1
"K.Walker",1
"K.White",1
"K.Wilkerson",1
"K.Williams",1
"K.Yeboah",1
"L.Cager",1
"L.Farrell",1
"L.Fournette",1
"L.Krull",1
"L.McCaffrey",1
"L.Murray",1
"L.Perine",1
"L.Schoonmaker",1
"L.Smith",1
"L.Thomas",1
"L.Treadwell",1
"M.Alie-Cox",1
"M.Boone",1
"M.Burton",1
"M.Davis",1
"M.Gaskin",1
"M.Gordon",1
"M.Ingram",1
"M.Lewis",1
"M.Mack",1
"M.Mayer",1
"M.Pruitt",1
"M.Sanders",1
"M.Sanu",1
"M.Strachan",1
"M.Turner",1
"Ma.Jones",1
"Mi.Thomas",1
"N.Bawden",1
"N.Chubb",1
"N.Harris",1
"N.Harry",1
"N.Hines",1
"N.Muse",1
"N.Vannett",1
"O.Howard",1
"P.Barber",1
"P.Campbell",1
"P.Durham",1
"P.Hendershot",1
"P.Hesse",1
"P.Lindsay",1
"P.Ricard",1
"P.Strong",1
"P.Washington",1
"Q.Morris",1
"R.Anderson",1
"R.Bell",1
"R.Blackshear",1
"R.Burkhead",1
"R.Chosen",1
"R.Cracraft",1
"R.Davis",1
"R.Dowdle",1
