batter,player_name,mean_launch_angle,mean_estimated_woba,pitch_count,launch_angle_rank
663616,"Larnach, Trevor",12.626326963906582,0.41602621722846445,267,349.0
663624,"Mountcastle, Ryan",18.380890052356023,0.40946428571428567,364,163.0
663647,"Hayes, Ke'Bryan",14.438492063492063,0.3090912280701754,285,310.0
663656,"Tucker, Kyle",20.55263157894737,0.42246875,224,71.0
663662,"Cameron, Daz",15.068085106382979,0.36115702479338846,121,294.0
663697,"India, Jonathan",17.20392156862745,0.38233414634146345,410,221.0
663698,"Bart, Joey",12.055718475073315,0.4128268156424581,179,362.0
663728,"Raleigh, Cal",22.482381530984203,0.4476432432432432,370,30.0
663743,"Fortes, Nick",17.605381165919283,0.25665055762081784,269,196.0
663757,"Grisham, Trent",22.977272727272727,0.3776048387096774,124,20.0
663837,"Vierling, Matt",20.234848484848484,0.36253268765133173,413,86.0
663853,"Gonzalez, Romy",10.935275080906148,0.40733103448275865,145,382.0
663886,"Stephenson, Tyler",15.493485342019545,0.3749881656804734,338,282.0
663898,"Rodgers, Brendan",12.18830242510699,0.36780494505494504,364,361.0
663993,"Lowe, Nathaniel",15.339498018494055,0.3689366391184573,363,287.0
664023,"Happ, Ian",20.09080047789725,0.42532080200501254,399,95.0
664034,"France, Ty",18.008108108108107,0.3429125683060109,366,176.0
664040,"Lowe, Brandon",18.52670349907919,0.4421,270,157.0
664056,"Bader, Harrison",17.49384885764499,0.3516908517350158,317,202.0
664238,"Moore, Dylan",26.824953445065177,0.3408273092369478,249,2.0
664728,"Isbel, Kyle",13.558669001751314,0.3162904290429043,303,331.0
664761,"Bohm, Alec",16.791767554479417,0.369856846473029,482,233.0
664774,"Wade Jr., LaMonte",19.052742616033754,0.402725,240,131.0
664913,"Brown, Seth",18.181988742964354,0.3844341085271318,258,171.0
664983,"McCarthy, Jake",12.857558139534884,0.3342786885245902,366,345.0
665161,"Peña, Jeremy",10.95911214953271,0.35590184049079754,489,381.0
665487,"Tatis Jr., Fernando",15.115027829313544,0.48897115384615386,312,291.0
665489,"Guerrero Jr., Vladimir",13.537715517241379,0.4443359223300971,515,332.0
665506,"Pache, Cristian",13.018099547511312,0.3400392156862745,102,342.0
665742,"Soto, Juan",14.329736211031175,0.525012474012474,481,312.0
665750,"Taveras, Leody",18.54328358208955,0.34827868852459015,366,155.0
665804,"Amaya, Miguel",15.815109343936381,0.3324440298507463,268,271.0
665828,"Cabrera, Oswaldo",17.3,0.31968085106382976,235,212.0
665833,"Cruz, Oneil",13.14567526555387,0.46399441340782127,358,339.0
665839,"Valdez, Enmanuel",25.02027027027027,0.38117006802721093,147,4.0
665862,"Chisholm Jr., Jazz",12.749685534591196,0.38750467289719626,428,347.0
665926,"Giménez, Andrés",13.47979797979798,0.3219549019607843,510,335.0
666023,"Fermin, Freddy",15.718095238095238,0.3059818181818182,275,274.0
666134,"Jones, Nolan",14.257142857142858,0.35498159509202454,163,314.0
666135,"Kirilloff, Alex",18.52777777777778,0.38341592920353984,113,156.0
666139,"Lowe, Josh",20.522768670309652,0.4051724137931034,232,72.0
666149,"Fitzgerald, Tyler",19.154613466334165,0.39962439024390245,205,126.0
666150,"Fletcher, Dominic",17.272151898734176,0.2979698795180723,166,216.0
666152,"Hamilton, David",21.691292875989447,0.3472289719626168,214,47.0
666158,"Lux, Gavin",14.149460708782742,0.3729794117647059,340,318.0
666160,"Moniak, Mickey",20.072824156305508,0.36942960288808663,277,96.0
666163,"Rortvedt, Ben",15.976439790575917,0.2975151515151515,198,261.0
666176,"Adell, Jo",20.45819397993311,0.40527240143369175,279,73.0
666181,"Benson, Will",18.73049645390071,0.39852127659574466,188,142.0
666182,"Bichette, Bo",17.11899791231733,0.3470627615062762,239,224.0
666185,"Carlson, Dylan",22.06122448979592,0.3003680981595092,163,37.0
666310,"Naylor, Bo",20.88235294117647,0.3425080645161291,248,62.0
666397,"Julien, Edouard",15.76923076923077,0.38414197530864197,162,273.0
666624,"Morel, Christopher",16.411504424778762,0.3833882978723404,376,245.0
666969,"García, Adolis",18.175219023779725,0.39226913580246914,405,174.0
666971,"Gurriel Jr., Lourdes",17.681141439205955,0.3635450121654501,411,191.0
667452,"Julks, Corey",20.880165289256198,0.32218548387096774,124,63.0
667670,"Rooker, Brent",20.305818673883625,0.5152621621621621,370,84.0
668227,"Arozarena, Randy",16.056318681318682,0.38183597883597886,378,259.0
