batter,player_name,mean_swing_speed,mean_estimated_woba,pitch_count,swing_speed_rank
686676,"Lee, Korey",69.62887598773005,0.2456765578635015,815,214.0
686681,"Massey, Michael",69.48515959183673,0.29567536231884056,735,224.0
686780,"Pagés, Pedro",70.19225459330144,0.25751351351351354,418,174.0
686797,"Lee, Brooks",67.82086368932039,0.26700641025641025,309,313.0
686823,"Brennan, Will",67.1025299389313,0.27481818181818185,655,343.0
687231,"Hernaiz, Darell",66.36513297674419,0.2456448598130841,215,371.0
687263,"Neto, Zach",68.14277016504855,0.2764051172707889,1030,299.0
687363,"Scott II, Victor",63.846318626609445,0.2611834862385321,233,418.0
687401,"Ortiz, Joey",71.47067552884616,0.26933665835411474,832,94.0
687462,"Horwitz, Spencer",67.89785770773639,0.3007108843537415,698,310.0
687529,"McCray, Grant",70.37629197674418,0.2302429906542056,258,159.0
687597,"Beck, Jordan",69.48354754385964,0.25190131578947367,342,225.0
689172,"Wisely, Brett",64.64636680525165,0.23218981481481482,457,410.0
690993,"Keith, Colt",69.54697563394683,0.2895636743215031,978,221.0
691016,"Soderstrom, Tyler",72.81910059322034,0.32111585365853657,354,45.0
691023,"Walker, Jordan",75.41232307167235,0.2732753623188406,293,5.0
691026,"Winn, Masyn",67.9576688277087,0.27381015037593986,1126,308.0
691406,"Caminero, Junior",74.71055565068494,0.2895974025974026,292,11.0
691718,"Crow-Armstrong, Pete",66.76113804761904,0.2681374269005848,840,354.0
693304,"Gonzales, Nick",69.3210075033557,0.3088529411764706,745,237.0
694192,"Chourio, Jackson",71.10155970133883,0.317853813559322,971,111.0
694384,"Schanuel, Nolan",63.064761322691,0.29126941747572815,877,424.0
694388,"Loperfido, Joey",70.72798978557505,0.2546556603773585,513,139.0
694497,"Carter, Evan",69.2686875,0.2823564356435644,200,239.0
694671,"Langford, Wyatt",72.78652766262404,0.32284037558685447,907,46.0
695578,"Wood, James",71.83496131931166,0.34385245901639344,523,77.0
696100,"Goodman, Hunter",73.41280914798206,0.260734375,446,28.0
696285,"Young, Jacob",62.357830864928914,0.2705232273838631,844,430.0
700242,"Sweeney, Trey",72.44452275471698,0.26645762711864407,265,61.0
700250,"Rice, Ben",69.94571110091744,0.3106857142857143,327,188.0
700932,"Manzardo, Kyle",70.48570822629969,0.27459235668789805,327,154.0
701538,"Merrill, Jackson",70.1751747107438,0.3553561643835616,1210,176.0
702358,"Lipscomb, Trey",67.90092138418079,0.22093292682926827,354,309.0
702616,"Holliday, Jackson",68.66977549071618,0.244121387283237,377,274.0
807799,"Yoshida, Masataka",69.53545499252616,0.29168621700879765,669,222.0
808982,"Lee, Jung Hoo",69.00479149038462,0.2931578947368421,208,255.0
